clustername	contigname
7749	S4CS18097D-03-12_S0_L001CNODE_7502_length_4637_cov_4.378437
7749	S4CS18097D-03-12_S0_L001CNODE_13051_length_3311_cov_3.905098
7749	S4CS18097D-03-12_S0_L001CNODE_9081_length_4149_cov_4.820713
7749	S4CS18097D-03-12_S0_L001CNODE_6538_length_4992_cov_3.837958
7749	S4CS18097D-03-12_S0_L001CNODE_4771_length_5957_cov_4.439004
7749	S4CS18097D-03-12_S0_L001CNODE_12994_length_3319_cov_4.361826
7749	S4CS18097D-03-12_S0_L001CNODE_10318_length_3829_cov_3.781664
7749	S4CS18097D-03-12_S0_L001CNODE_23237_length_2306_cov_2.308752
7749	S4CS18097D-03-12_S0_L001CNODE_23352_length_2298_cov_3.490415
7749	S4CS18097D-03-12_S0_L001CNODE_9059_length_4156_cov_4.496952
7749	S4CS18097D-03-12_S0_L001CNODE_22511_length_2351_cov_2.996516
7749	S4CS18097D-03-12_S0_L001CNODE_20155_length_2520_cov_3.846247
7749	S4CS18097D-03-12_S0_L001CNODE_5176_length_5701_cov_4.352462
7749	S4CS18097D-03-12_S0_L001CNODE_24716_length_2219_cov_3.527264
7749	S4CS18097D-03-12_S0_L001CNODE_24539_length_2230_cov_3.002299
7749	S4CS18097D-03-12_S0_L001CNODE_28708_length_2022_cov_5.984240
7749	S4CS18097D-03-12_S0_L001CNODE_22197_length_2373_cov_3.450820
7749	S4CS18097D-03-12_S0_L001CNODE_9815_length_3957_cov_3.246284
7749	S4CS18097D-03-12_S0_L001CNODE_4551_length_6118_cov_3.574798
7749	S4CS18097D-03-12_S0_L001CNODE_7597_length_4598_cov_3.653533
7749	S4CS18097D-03-12_S0_L001CNODE_15027_length_3030_cov_4.120672
7749	S4CS18097D-03-12_S0_L001CNODE_12272_length_3440_cov_3.936189
7749	S4CS18097D-03-12_S0_L001CNODE_18350_length_2673_cov_3.458747
7749	S4CS18097D-03-12_S0_L001CNODE_12605_length_3383_cov_5.041166
7749	S4CS18097D-03-12_S0_L001CNODE_12063_length_3472_cov_4.089552
7749	S4CS18097D-03-12_S0_L001CNODE_7619_length_4591_cov_3.497354
7749	S4CS18097D-03-12_S0_L001CNODE_5967_length_5235_cov_4.949035
7749	S4CS18097D-03-12_S0_L001CNODE_19850_length_2545_cov_2.518876
7749	S4CS18097D-03-12_S0_L001CNODE_2547_length_8320_cov_4.254688
7749	S4CS18097D-03-12_S0_L001CNODE_28721_length_2022_cov_3.076258
7749	S4CS18097D-03-12_S0_L001CNODE_7567_length_4610_cov_3.724698
7749	S4CS18097D-03-12_S0_L001CNODE_19013_length_2613_cov_3.200156
7749	S4CS18097D-03-12_S0_L001CNODE_23789_length_2272_cov_4.162833
7749	S4CS18097D-03-12_S0_L001CNODE_17691_length_2736_cov_2.770608
7749	S4CS18097D-03-12_S0_L001CNODE_6706_length_4919_cov_4.259663
7749	S4CS18097D-03-12_S0_L001CNODE_5635_length_5424_cov_3.922146
7749	S4CS18097D-03-12_S0_L001CNODE_8141_length_4424_cov_4.899062
7749	S4CS18097D-03-12_S0_L001CNODE_19399_length_2580_cov_2.792871
7749	S4CS18097D-03-12_S0_L001CNODE_26546_length_2125_cov_2.071498
7749	S4CS18097D-03-12_S0_L001CNODE_385_length_20125_cov_5.951570
7749	S4CS18097D-03-12_S0_L001CNODE_11099_length_3665_cov_2.797507
7749	S4CS18097D-03-12_S0_L001CNODE_20436_length_2500_cov_4.751738
7749	S4CS18097D-03-12_S0_L001CNODE_13309_length_3268_cov_2.984438
7749	S4CS18097D-03-12_S0_L001CNODE_8392_length_4348_cov_3.514326
7749	S4CS18097D-03-12_S0_L001CNODE_26516_length_2126_cov_3.160309
7749	S4CS18097D-03-12_S0_L001CNODE_17433_length_2764_cov_3.733112
7749	S4CS18097D-03-12_S0_L001CNODE_26886_length_2108_cov_4.194350
7749	S4CS18097D-03-12_S0_L001CNODE_2334_length_8714_cov_4.115718
7749	S4CS18097D-03-12_S0_L001CNODE_19099_length_2605_cov_3.274902
7749	S4CS18097D-03-12_S0_L001CNODE_17140_length_2792_cov_3.755937
7749	S4CS18097D-03-12_S0_L001CNODE_22129_length_2378_cov_3.757641
7749	S4CS18097D-03-12_S0_L001CNODE_14912_length_3046_cov_2.432631
7749	S4CS18097D-03-12_S0_L001CNODE_7397_length_4677_cov_4.378191
7749	S4CS18097D-03-12_S0_L001CNODE_24177_length_2251_cov_2.188980
7749	S4CS18097D-03-12_S0_L001CNODE_7830_length_4525_cov_3.586353
7749	S4CS18097D-03-12_S0_L001CNODE_16204_length_2891_cov_3.963681
7749	S4CS18097D-03-12_S0_L001CNODE_20672_length_2484_cov_4.358995
7749	S4CS18097D-03-12_S0_L001CNODE_16531_length_2855_cov_3.524643
7749	S4CS18097D-03-12_S0_L001CNODE_28815_length_2018_cov_2.886398
7749	S4CS18097D-03-12_S0_L001CNODE_23365_length_2297_cov_3.812221
7749	S4CS18097D-03-12_S0_L001CNODE_11405_length_3596_cov_4.380401
7749	S4CS18097D-03-12_S0_L001CNODE_393_length_19964_cov_6.721684
7749	S4CS18097D-03-12_S0_L001CNODE_6274_length_5095_cov_3.937698
7749	S4CS18097D-03-12_S0_L001CNODE_2451_length_8491_cov_4.239806
7749	S4CS18097D-03-12_S0_L001CNODE_25842_length_2158_cov_3.800761
7749	S4CS18097D-03-12_S0_L001CNODE_8180_length_4411_cov_4.031680
7749	S4CS18097D-03-12_S0_L001CNODE_19354_length_2585_cov_2.624111
551	S5CS18097D-03-06_S0_L001CNODE_4864_length_5557_cov_3.244275
15954	S4CS18097D-03-12_S0_L001CNODE_23077_length_2315_cov_6.754867
137	S1CS18097D-03-02_S0_L001CNODE_2110_length_9246_cov_19.320313
2548	S4CS18097D-03-12_S0_L001CNODE_11657_length_3549_cov_7.845736
22314	S3CS18097D-03-11_S0_L001CNODE_30913_length_2092_cov_4.173294
2293	S5CS18097D-03-06_S0_L001CNODE_9896_length_3646_cov_3.778056
nneighs_6306	S4CS18097D-03-12_S0_L001CNODE_23353_length_2298_cov_3.338832
nneighs_6306	S1CS18097D-03-02_S0_L001CNODE_10991_length_3906_cov_3.526357
nneighs_6306	S3CS18097D-03-11_S0_L001CNODE_13579_length_3421_cov_3.583482
nneighs_6306	S5CS18097D-03-06_S0_L001CNODE_10012_length_3619_cov_3.875982
nneighs_3077	S4CS18097D-03-12_S0_L001CNODE_19388_length_2580_cov_5.712079
nneighs_3077	S1CS18097D-03-02_S0_L001CNODE_4963_length_6087_cov_5.746353
nneighs_3077	S2CS18097D-03-07_S0_L001CNODE_18435_length_2461_cov_4.675395
nneighs_3077	S1CS18097D-03-02_S0_L001CNODE_5492_length_5772_cov_5.975512
nneighs_3077	S3CS18097D-03-11_S0_L001CNODE_8291_length_4569_cov_6.805716
nneighs_3077	S3CS18097D-03-11_S0_L001CNODE_17521_length_2940_cov_6.677296
nneighs_3077	S4CS18097D-03-12_S0_L001CNODE_11427_length_3592_cov_5.486853
nneighs_3077	S2CS18097D-03-07_S0_L001CNODE_6380_length_4635_cov_5.419869
nneighs_3077	S5CS18097D-03-06_S0_L001CNODE_1677_length_9730_cov_5.466977
nneighs_3077	S4CS18097D-03-12_S0_L001CNODE_18551_length_2654_cov_7.787995
nneighs_3077	S2CS18097D-03-07_S0_L001CNODE_13786_length_2929_cov_5.003479
nneighs_12235	S4CS18097D-03-12_S0_L001CNODE_173_length_26713_cov_6.676382
nneighs_12235	S1CS18097D-03-02_S0_L001CNODE_27075_length_2255_cov_2.624545
nneighs_19323	S4CS18097D-03-12_S0_L001CNODE_25120_length_2196_cov_4.397945
nneighs_19323	S5CS18097D-03-06_S0_L001CNODE_23257_length_2144_cov_2.619914
nneighs_19323	S3CS18097D-03-11_S0_L001CNODE_16490_length_3051_cov_3.872497
nneighs_19448	S3CS18097D-03-11_S0_L001CNODE_17731_length_2917_cov_2.703005
nneighs_19448	S4CS18097D-03-12_S0_L001CNODE_13340_length_3263_cov_4.414900
nneighs_16481	S2CS18097D-03-07_S0_L001CNODE_18508_length_2455_cov_10.346250
nneighs_16481	S3CS18097D-03-11_S0_L001CNODE_18865_length_2810_cov_31.997822
18695	S3CS18097D-03-11_S0_L001CNODE_28268_length_2207_cov_3.986059
22409	S5CS18097D-03-06_S0_L001CNODE_24200_length_2090_cov_2.393612
14527	S1CS18097D-03-02_S0_L001CNODE_24707_length_2384_cov_6.140833
3890	S1CS18097D-03-02_S0_L001CNODE_15569_length_3169_cov_3.795761
nneighs_9155	S1CS18097D-03-02_S0_L001CNODE_24124_length_2418_cov_79.232755
nneighs_9155	S1CS18097D-03-02_S0_L001CNODE_17753_length_2921_cov_99.902652
1103	S3CS18097D-03-11_S0_L001CNODE_8492_length_4506_cov_3.180858
nneighs_11615	S5CS18097D-03-06_S0_L001CNODE_6995_length_4509_cov_5.421194
nneighs_11615	S4CS18097D-03-12_S0_L001CNODE_3545_length_6994_cov_7.060095
nneighs_11615	S3CS18097D-03-11_S0_L001CNODE_3305_length_7486_cov_6.714036
nneighs_11615	S1CS18097D-03-02_S0_L001CNODE_24979_length_2368_cov_3.930826
nneighs_5954	S1CS18097D-03-02_S0_L001CNODE_10268_length_4068_cov_379.473212
nneighs_5954	S2CS18097D-03-07_S0_L001CNODE_16123_length_2668_cov_25.228856
nneighs_5954	S4CS18097D-03-12_S0_L001CNODE_13932_length_3173_cov_158.288326
16432	S1CS18097D-03-02_S0_L001CNODE_26291_length_2295_cov_4.270089
9827	S3CS18097D-03-11_S0_L001CNODE_17049_length_2991_cov_10.324932
544	S2CS18097D-03-07_S0_L001CNODE_4501_length_5573_cov_4.142443
657	S3CS18097D-03-11_S0_L001CNODE_6305_length_5296_cov_3.813013
20235	S5CS18097D-03-06_S0_L001CNODE_23077_length_2154_cov_3.322535
2323	S1CS18097D-03-02_S0_L001CNODE_12374_length_3635_cov_2.329888
1910	S2CS18097D-03-07_S0_L001CNODE_8757_length_3838_cov_3.852498
9095	S2CS18097D-03-07_S0_L001CNODE_10067_length_3532_cov_30.358930
nneighs_7965	S2CS18097D-03-07_S0_L001CNODE_969_length_11769_cov_9.584600
nneighs_7965	S4CS18097D-03-12_S0_L001CNODE_15035_length_3028_cov_9.246552
nneighs_7965	S1CS18097D-03-02_S0_L001CNODE_14790_length_3264_cov_16.578685
nneighs_7965	S1CS18097D-03-02_S0_L001CNODE_27978_length_2210_cov_11.106265
nneighs_7965	S1CS18097D-03-02_S0_L001CNODE_18780_length_2823_cov_9.792630
nneighs_7965	S4CS18097D-03-12_S0_L001CNODE_2320_length_8742_cov_10.791067
nneighs_8496	S5CS18097D-03-06_S0_L001CNODE_13977_length_2945_cov_9.206667
nneighs_8496	S1CS18097D-03-02_S0_L001CNODE_16009_length_3113_cov_9.209614
nneighs_8496	S4CS18097D-03-12_S0_L001CNODE_14666_length_3075_cov_12.238742
nneighs_8496	S2CS18097D-03-07_S0_L001CNODE_12065_length_3161_cov_6.964585
nneighs_19457	S3CS18097D-03-11_S0_L001CNODE_17798_length_2910_cov_10.319790
nneighs_19457	S3CS18097D-03-11_S0_L001CNODE_21130_length_2632_cov_6.338378
nneighs_19457	S4CS18097D-03-12_S0_L001CNODE_10605_length_3766_cov_5.398545
2829	S4CS18097D-03-12_S0_L001CNODE_12209_length_3450_cov_5.016495
3619	S5CS18097D-03-06_S0_L001CNODE_12048_length_3230_cov_8.564409
10433	S4CS18097D-03-12_S0_L001CNODE_18050_length_2701_cov_2.938398
20747	S2CS18097D-03-07_S0_L001CNODE_23191_length_2139_cov_5.347889
nneighs_7372	S2CS18097D-03-07_S0_L001CNODE_11618_length_3238_cov_2.940622
nneighs_7372	S1CS18097D-03-02_S0_L001CNODE_31953_length_2037_cov_2.939455
nneighs_7372	S4CS18097D-03-12_S0_L001CNODE_2551_length_8316_cov_5.784893
nneighs_7372	S3CS18097D-03-11_S0_L001CNODE_31968_length_2051_cov_2.807615
nneighs_7372	S1CS18097D-03-02_S0_L001CNODE_13382_length_3467_cov_3.275205
6015	S3CS18097D-03-11_S0_L001CNODE_18712_length_2825_cov_7.753791
nneighs_16017	S2CS18097D-03-07_S0_L001CNODE_15683_length_2709_cov_14.487189
nneighs_16017	S3CS18097D-03-11_S0_L001CNODE_28256_length_2207_cov_21.002788
nneighs_16017	S3CS18097D-03-11_S0_L001CNODE_11659_length_3728_cov_17.113259
nneighs_16017	S5CS18097D-03-06_S0_L001CNODE_13389_length_3019_cov_14.123144
nneighs_16017	S4CS18097D-03-12_S0_L001CNODE_7062_length_4792_cov_20.695377
16817	S5CS18097D-03-06_S0_L001CNODE_21118_length_2279_cov_4.879946
nneighs_13092	S1CS18097D-03-02_S0_L001CNODE_30232_length_2107_cov_10.521930
nneighs_13092	S3CS18097D-03-11_S0_L001CNODE_27561_length_2242_cov_49.227709
nneighs_5573	S5CS18097D-03-06_S0_L001CNODE_16106_length_2704_cov_3.750472
nneighs_5573	S3CS18097D-03-11_S0_L001CNODE_32337_length_2037_cov_5.707366
nneighs_5573	S2CS18097D-03-07_S0_L001CNODE_8570_length_3891_cov_4.754692
nneighs_5573	S1CS18097D-03-02_S0_L001CNODE_9485_length_4282_cov_6.434824
nneighs_5573	S4CS18097D-03-12_S0_L001CNODE_8529_length_4305_cov_6.260000
14388	S5CS18097D-03-06_S0_L001CNODE_19534_length_2391_cov_19.445205
12119	S3CS18097D-03-11_S0_L001CNODE_22599_length_2522_cov_3.911634
2501	S2CS18097D-03-07_S0_L001CNODE_9928_length_3564_cov_3.057281
nneighs_9215	S2CS18097D-03-07_S0_L001CNODE_19017_length_2413_cov_3.411366
nneighs_9215	S1CS18097D-03-02_S0_L001CNODE_17903_length_2908_cov_6.604977
nneighs_15936	S3CS18097D-03-11_S0_L001CNODE_13934_length_3370_cov_2.809050
nneighs_15936	S2CS18097D-03-07_S0_L001CNODE_25306_length_2027_cov_3.073529
nneighs_15936	S2CS18097D-03-07_S0_L001CNODE_15212_length_2754_cov_3.052612
3610	S5CS18097D-03-06_S0_L001CNODE_12034_length_3232_cov_6.346553
nneighs_17455	S4CS18097D-03-12_S0_L001CNODE_27969_length_2054_cov_8.942471
nneighs_17455	S2CS18097D-03-07_S0_L001CNODE_24590_length_2063_cov_5.167829
3712	S3CS18097D-03-11_S0_L001CNODE_15169_length_3209_cov_3.536779
7246	S1CS18097D-03-02_S0_L001CNODE_20256_length_2692_cov_9.452029
11056	S1CS18097D-03-02_S0_L001CNODE_21437_length_2599_cov_3.566431
42	S5CS18097D-03-06_S0_L001CNODE_817_length_13353_cov_9.949165
18697	S2CS18097D-03-07_S0_L001CNODE_22034_length_2207_cov_1.681227
4931	S1CS18097D-03-02_S0_L001CNODE_17198_length_2981_cov_6.449077
6073	S1CS18097D-03-02_S0_L001CNODE_18829_length_2818_cov_5.917481
33	S4CS18097D-03-12_S0_L001CNODE_491_length_18081_cov_6.533396
17425	S1CS18097D-03-02_S0_L001CNODE_27072_length_2255_cov_3.561818
3235	S3CS18097D-03-11_S0_L001CNODE_14264_length_3327_cov_3.803484
nneighs_16132	S2CS18097D-03-07_S0_L001CNODE_16382_length_2643_cov_4.347372
nneighs_16132	S4CS18097D-03-12_S0_L001CNODE_6190_length_5133_cov_4.206774
15133	S2CS18097D-03-07_S0_L001CNODE_19782_length_2354_cov_4.855589
1339	S1CS18097D-03-02_S0_L001CNODE_9542_length_4264_cov_3.890235
3037	S4CS18097D-03-12_S0_L001CNODE_12591_length_3385_cov_3.556757
1694	S2CS18097D-03-07_S0_L001CNODE_8308_length_3966_cov_5.689082
1040	S3CS18097D-03-11_S0_L001CNODE_8280_length_4573_cov_3.880921
5025	S3CS18097D-03-11_S0_L001CNODE_17299_length_2965_cov_4.691753
15612	S2CS18097D-03-07_S0_L001CNODE_20110_length_2330_cov_4.222418
20954	S1CS18097D-03-02_S0_L001CNODE_29656_length_2132_cov_3.321136
25157	S4CS18097D-03-12_S0_L001CNODE_28811_length_2018_cov_3.492613
nneighs_13483	S2CS18097D-03-07_S0_L001CNODE_15645_length_2713_cov_6.895410
nneighs_13483	S1CS18097D-03-02_S0_L001CNODE_31831_length_2042_cov_12.825868
22924	S2CS18097D-03-07_S0_L001CNODE_24366_length_2075_cov_4.231188
5635	S5CS18097D-03-06_S0_L001CNODE_14518_length_2877_cov_2.184975
6121	S1CS18097D-03-02_S0_L001CNODE_18872_length_2814_cov_3.785430
nneighs_1130	S4CS18097D-03-12_S0_L001CNODE_13241_length_3277_cov_3.561763
nneighs_1130	S3CS18097D-03-11_S0_L001CNODE_21138_length_2632_cov_3.212650
nneighs_1130	S4CS18097D-03-12_S0_L001CNODE_5749_length_5362_cov_4.090447
nneighs_1130	S2CS18097D-03-07_S0_L001CNODE_1625_length_9288_cov_5.033900
nneighs_1130	S4CS18097D-03-12_S0_L001CNODE_16116_length_2900_cov_4.188049
nneighs_1130	S1CS18097D-03-02_S0_L001CNODE_1719_length_10153_cov_4.976728
nneighs_3306	S5CS18097D-03-06_S0_L001CNODE_24453_length_2077_cov_3.007418
nneighs_3306	S1CS18097D-03-02_S0_L001CNODE_5352_length_5847_cov_5.431457
nneighs_11786	S3CS18097D-03-11_S0_L001CNODE_8174_length_4602_cov_11.788432
nneighs_11786	S2CS18097D-03-07_S0_L001CNODE_23715_length_2108_cov_6.110570
nneighs_11786	S1CS18097D-03-02_S0_L001CNODE_25544_length_2335_cov_15.557895
nneighs_11786	S4CS18097D-03-12_S0_L001CNODE_5866_length_5302_cov_5.065371
nneighs_11786	S5CS18097D-03-06_S0_L001CNODE_7269_length_4397_cov_12.073238
nneighs_11786	S1CS18097D-03-02_S0_L001CNODE_29278_length_2149_cov_13.317096
nneighs_11786	S2CS18097D-03-07_S0_L001CNODE_19382_length_2384_cov_7.236153
15794	S4CS18097D-03-12_S0_L001CNODE_22972_length_2322_cov_4.502867
1713	S4CS18097D-03-12_S0_L001CNODE_9822_length_3953_cov_5.477937
3170	S4CS18097D-03-12_S0_L001CNODE_12846_length_3344_cov_3.298267
1557	S2CS18097D-03-07_S0_L001CNODE_7969_length_4066_cov_3.099726
3546	S4CS18097D-03-12_S0_L001CNODE_13434_length_3250_cov_3.477308
nneighs_11908	S1CS18097D-03-02_S0_L001CNODE_25991_length_2311_cov_5.114805
nneighs_11908	S2CS18097D-03-07_S0_L001CNODE_17063_length_2577_cov_4.210151
23070	S5CS18097D-03-06_S0_L001CNODE_24552_length_2071_cov_4.149802
46	S1CS18097D-03-02_S0_L001CNODE_915_length_13147_cov_5.223954
7731	S3CS18097D-03-11_S0_L001CNODE_21003_length_2642_cov_2.163123
nneighs_14681	S4CS18097D-03-12_S0_L001CNODE_3541_length_6997_cov_7.750936
nneighs_14681	S2CS18097D-03-07_S0_L001CNODE_7474_length_4227_cov_3.884708
829	S1CS18097D-03-02_S0_L001CNODE_7429_length_4915_cov_5.988272
nneighs_8639	S2CS18097D-03-07_S0_L001CNODE_19575_length_2369_cov_38.993518
nneighs_8639	S3CS18097D-03-11_S0_L001CNODE_18773_length_2819_cov_36.375904
nneighs_8639	S1CS18097D-03-02_S0_L001CNODE_16372_length_3072_cov_52.076898
nneighs_8639	S5CS18097D-03-06_S0_L001CNODE_9805_length_3667_cov_25.026024
nneighs_8639	S4CS18097D-03-12_S0_L001CNODE_28014_length_2052_cov_30.525789
nneighs_15771	S2CS18097D-03-07_S0_L001CNODE_14212_length_2875_cov_2.645390
nneighs_15771	S4CS18097D-03-12_S0_L001CNODE_20754_length_2478_cov_8.481634
5814	S4CS18097D-03-12_S0_L001CNODE_16575_length_2851_cov_2.800787
nneighs_16946	S2CS18097D-03-07_S0_L001CNODE_21301_length_2251_cov_16.757286
nneighs_16946	S4CS18097D-03-12_S0_L001CNODE_17519_length_2753_cov_38.337287
13305	S3CS18097D-03-11_S0_L001CNODE_23703_length_2452_cov_3.397997
21687	S5CS18097D-03-06_S0_L001CNODE_23841_length_2110_cov_2.356691
nneighs_19907	S4CS18097D-03-12_S0_L001CNODE_28206_length_2044_cov_10.918049
nneighs_19907	S3CS18097D-03-11_S0_L001CNODE_22216_length_2551_cov_9.410256
23940	S1CS18097D-03-02_S0_L001CNODE_31664_length_2049_cov_5.076730
nneighs_8738	S3CS18097D-03-11_S0_L001CNODE_30799_length_2097_cov_3.629775
nneighs_8738	S1CS18097D-03-02_S0_L001CNODE_16651_length_3040_cov_4.811725
nneighs_15085	S5CS18097D-03-06_S0_L001CNODE_10300_length_3553_cov_6.005718
nneighs_15085	S3CS18097D-03-11_S0_L001CNODE_12697_length_3553_cov_7.053745
nneighs_15085	S4CS18097D-03-12_S0_L001CNODE_13169_length_3290_cov_5.637094
nneighs_15085	S2CS18097D-03-07_S0_L001CNODE_9978_length_3553_cov_5.489423
nneighs_4275	S5CS18097D-03-06_S0_L001CNODE_22653_length_2181_cov_6.260583
nneighs_4275	S2CS18097D-03-07_S0_L001CNODE_13513_length_2964_cov_6.545548
nneighs_4275	S4CS18097D-03-12_S0_L001CNODE_20769_length_2477_cov_7.023947
nneighs_4275	S3CS18097D-03-11_S0_L001CNODE_12917_length_3517_cov_7.371173
nneighs_4275	S1CS18097D-03-02_S0_L001CNODE_7037_length_5059_cov_5.857514
974	S3CS18097D-03-11_S0_L001CNODE_7927_length_4674_cov_3.607924
nneighs_14023	S4CS18097D-03-12_S0_L001CNODE_12763_length_3359_cov_4.881356
nneighs_14023	S2CS18097D-03-07_S0_L001CNODE_2951_length_6990_cov_4.389474
2624	S1CS18097D-03-02_S0_L001CNODE_13083_length_3518_cov_4.917413
2504	S5CS18097D-03-06_S0_L001CNODE_10247_length_3564_cov_2.979766
5617	S1CS18097D-03-02_S0_L001CNODE_18193_length_2881_cov_7.083864
14922	S3CS18097D-03-11_S0_L001CNODE_25188_length_2364_cov_4.717194
nneighs_9319	S4CS18097D-03-12_S0_L001CNODE_14070_length_3153_cov_8.787605
nneighs_9319	S2CS18097D-03-07_S0_L001CNODE_6492_length_4588_cov_6.952349
nneighs_9319	S1CS18097D-03-02_S0_L001CNODE_18192_length_2881_cov_9.726469
nneighs_9319	S3CS18097D-03-11_S0_L001CNODE_11028_length_3856_cov_9.718495
nneighs_9319	S5CS18097D-03-06_S0_L001CNODE_15027_length_2816_cov_6.772184
13025	S4CS18097D-03-12_S0_L001CNODE_20923_length_2467_cov_3.482172
1272	S1CS18097D-03-02_S0_L001CNODE_9297_length_4333_cov_2.750351
nneighs_5673	S5CS18097D-03-06_S0_L001CNODE_63_length_36008_cov_16.533196
nneighs_5673	S3CS18097D-03-11_S0_L001CNODE_67_length_35957_cov_20.857250
nneighs_5673	S4CS18097D-03-12_S0_L001CNODE_2145_length_9061_cov_6.636354
nneighs_5673	S1CS18097D-03-02_S0_L001CNODE_9714_length_4217_cov_3.990870
nneighs_5673	S1CS18097D-03-02_S0_L001CNODE_23886_length_2434_cov_3.536780
nneighs_5673	S2CS18097D-03-07_S0_L001CNODE_22443_length_2182_cov_3.000470
nneighs_5673	S2CS18097D-03-07_S0_L001CNODE_10257_length_3495_cov_3.390407
5871	S3CS18097D-03-11_S0_L001CNODE_18534_length_2844_cov_5.041233
nneighs_17073	S2CS18097D-03-07_S0_L001CNODE_22145_length_2200_cov_2.935198
nneighs_17073	S5CS18097D-03-06_S0_L001CNODE_21107_length_2280_cov_3.192360
2046	S1CS18097D-03-02_S0_L001CNODE_11670_length_3763_cov_4.622438
5021	S1CS18097D-03-02_S0_L001CNODE_17324_length_2966_cov_19.641360
1311	S1CS18097D-03-02_S0_L001CNODE_9467_length_4291_cov_4.088999
4561	S3CS18097D-03-11_S0_L001CNODE_16582_length_3040_cov_2.863317
nneighs_9335	S2CS18097D-03-07_S0_L001CNODE_22100_length_2203_cov_3.013501
nneighs_9335	S1CS18097D-03-02_S0_L001CNODE_18227_length_2877_cov_5.539688
nneighs_8435	S4CS18097D-03-12_S0_L001CNODE_1622_length_10349_cov_6.038080
nneighs_8435	S2CS18097D-03-07_S0_L001CNODE_23032_length_2149_cov_4.294174
nneighs_8435	S2CS18097D-03-07_S0_L001CNODE_18818_length_2429_cov_3.529907
nneighs_8435	S1CS18097D-03-02_S0_L001CNODE_19390_length_2765_cov_3.154244
nneighs_8435	S1CS18097D-03-02_S0_L001CNODE_19260_length_2776_cov_4.686145
nneighs_8435	S1CS18097D-03-02_S0_L001CNODE_15878_length_3130_cov_4.465041
nneighs_8435	S2CS18097D-03-07_S0_L001CNODE_14204_length_2875_cov_10.033333
nneighs_8435	S2CS18097D-03-07_S0_L001CNODE_17145_length_2571_cov_2.909777
nneighs_8435	S3CS18097D-03-11_S0_L001CNODE_23688_length_2453_cov_3.323186
21964	S2CS18097D-03-07_S0_L001CNODE_23839_length_2102_cov_2.465559
nneighs_15508	S4CS18097D-03-12_S0_L001CNODE_20661_length_2485_cov_3.430864
nneighs_15508	S4CS18097D-03-12_S0_L001CNODE_10324_length_3828_cov_2.795653
nneighs_15508	S2CS18097D-03-07_S0_L001CNODE_12595_length_3089_cov_4.572512
1503	S4CS18097D-03-12_S0_L001CNODE_9201_length_4116_cov_6.147747
nneighs_15695	S2CS18097D-03-07_S0_L001CNODE_13762_length_2932_cov_7.018770
nneighs_15695	S3CS18097D-03-11_S0_L001CNODE_29659_length_2144_cov_10.880804
7524	S4CS18097D-03-12_S0_L001CNODE_18457_length_2664_cov_1.784975
2897	S4CS18097D-03-12_S0_L001CNODE_12340_length_3429_cov_2.861292
nneighs_13932	S2CS18097D-03-07_S0_L001CNODE_2258_length_7929_cov_4.716154
nneighs_13932	S4CS18097D-03-12_S0_L001CNODE_17128_length_2793_cov_3.677502
3341	S5CS18097D-03-06_S0_L001CNODE_11632_length_3299_cov_5.858200
5155	S2CS18097D-03-07_S0_L001CNODE_13666_length_2945_cov_4.784429
nneighs_3431	S3CS18097D-03-11_S0_L001CNODE_11069_length_3848_cov_3.324809
nneighs_3431	S4CS18097D-03-12_S0_L001CNODE_2859_length_7852_cov_8.850199
nneighs_3431	S1CS18097D-03-02_S0_L001CNODE_5557_length_5736_cov_7.666432
nneighs_3431	S5CS18097D-03-06_S0_L001CNODE_7740_length_4235_cov_3.356459
nneighs_3431	S2CS18097D-03-07_S0_L001CNODE_5689_length_4926_cov_7.120920
6022	S3CS18097D-03-11_S0_L001CNODE_18719_length_2824_cov_9.016251
nneighs_13791	S4CS18097D-03-12_S0_L001CNODE_10189_length_3861_cov_4.193116
nneighs_13791	S2CS18097D-03-07_S0_L001CNODE_844_length_12543_cov_18.637972
nneighs_13791	S4CS18097D-03-12_S0_L001CNODE_23746_length_2274_cov_6.147814
5915	S1CS18097D-03-02_S0_L001CNODE_18636_length_2838_cov_5.443047
11742	S4CS18097D-03-12_S0_L001CNODE_19783_length_2549_cov_4.472735
nneighs_3039	S1CS18097D-03-02_S0_L001CNODE_6697_length_5200_cov_6.952770
nneighs_3039	S3CS18097D-03-11_S0_L001CNODE_6604_length_5173_cov_13.462290
nneighs_3039	S1CS18097D-03-02_S0_L001CNODE_12081_length_3690_cov_7.052820
nneighs_3039	S2CS18097D-03-07_S0_L001CNODE_3092_length_6829_cov_9.801004
nneighs_3039	S5CS18097D-03-06_S0_L001CNODE_1132_length_11602_cov_8.905776
nneighs_3039	S1CS18097D-03-02_S0_L001CNODE_28405_length_2189_cov_13.321462
nneighs_3039	S2CS18097D-03-07_S0_L001CNODE_1068_length_11292_cov_10.250334
nneighs_3039	S3CS18097D-03-11_S0_L001CNODE_6978_length_5016_cov_7.962104
nneighs_3039	S4CS18097D-03-12_S0_L001CNODE_7437_length_4660_cov_8.915961
nneighs_3039	S4CS18097D-03-12_S0_L001CNODE_13090_length_3304_cov_11.072330
